Class,Value,Description
7,David's Reformed Church, David's Reformed Church is a historic Reformed church at 80 W. Columbus Street in Canal Winchester Ohio.The Gothic Revival church building was constructed in 1881 and added to the National Register of Historic Places in 1989. The church is named David's in order to honor the Rev. David Winters who was the first minister in the area. Rev.
7,Central Garage, Central Garage originally Snyder's Tin and Hardware Shop is a historic commercial structure located in Orleans in Jefferson County New York. It was built in 1902. It is a two-storey frame ractangular building characterized by its retrained Classical Revival styling and sheet metal sheathing. It was converted from use as a shop to a garage in the 1930s.It was listed on the National Register of Historic Places in 1996.
7,Clarendon Methodist-Episcopal Church South, Clarendon Methodist-Episcopal Church South is a historic church at 121 Third Street in Clarendon Arkansas.It was built in 1912 and added to the National Register in 1984.
7,St. John's Church Tartu, St. John's Church Tartu (Estonian: Jaani kirik) is a Brick Gothic Lutheran church one of the landmarks of the city of Tartu Estonia. It is dedicated to Saint John the Evangelist a disciple of Jesus Christ and author of the fourth Christian Gospel.
7,Aspira, Aspira is a 400 feet (122 m) tall skyscraper in the Denny Triangle neighborhood of Seattle Washington. It has 37 floors and mostly consists of apartments. Construction began in 2007 and was completed in late 2009.
7,St. John the Evangelist Catholic Church (Silver Spring Maryland), Saint John the Evangelist Catholic Church is a parish of the Roman Catholic Church in Maryland in the United States founded by Fr. John Carroll in 1774. It falls under the jurisdiction of the Archdiocese of Washington and its archbishop. It is named after John the Evangelist.
7,Pine Rest Christian Mental Health Services, Pine Rest Christian Mental Health Services is a psychiatric hospital and behavioral health provider with the main treatment campus located in Gaines Township Michigan. The Chief Executive Officer and President is Dr.
7,Information Center for Israeli Art, The Information Center for Israeli Art is the largest collection of primary resources documenting the history of the Israeli art in Israel. Over 12000 artists files are housed in the Center in the Israel Museum Jerusalem.
7,James Jones House, James Jones House is a historic home located at Greensboro in Greene County Pennsylvania. It was built about 1879 and is a 2 1/2-story three bay I-plan brick dwelling in the Italianate style. A front porch in the Colonial Revival style was added about 1900 and a 1 1/2-story frame addition was built about 1950. The house features a shallow pitched roof with wide eaves and tall arched windows with raised brick crowns.It was listed on the National Register of Historic Places in 1995.
7,St. Andrew's Presbyterian Church (Ottawa), St. Andrew's Presbyterian Church is the oldest Presbyterian church in Ottawa Canada.
7,Phillip Burton Federal Building, The Phillip Burton Federal Building & United States Courthouse is a massive 21 floor 312 feet (95 m) federal office building located at 450 Golden Gate Avenue near San Francisco's Civic Center and the San Francisco City Hall.
7,John Oakley House, John Oakley House is a historic home located at West Hills in Suffolk County New York. It is a 1 1ÉÅ?2-story six-bay gable-roofed dwelling with a 1-story one-bay gable-roofed west wing and one-bay shed-roofed east wing. The original structure was built about 1720 and expanded in the 1780s.It was added to the National Register of Historic Places in 1985.
7,Plum Bush Creek Bridge, The Plum Bush Creek Bridge near Last Chance Colorado is a concrete rigid frame bridge that is listed on the National Register of Historic Places. It brings US 36 across Plum Bush Creek and is located at milepost 138.16 of US 36. It was designed by Colorado Department of Highways and built by Peter Kiewit Sons Construction Co. in 1938.
7,Greene County Courthouse (Ohio), The Greene County Courthouse is located at 45 North Detroit Street in Xenia Ohio. The building was designed by Samuel Hannaford & Sons and was completed in 1902.
7,Watson Settlement Bridge, Watson Settlement Bridge is a historic bridge in Littleton Maine United States.It was built in 1911 and added to the National Register of Historic Places in 1970.
7,All Saints Church Ulcombe, All Saints is a parish church in Ulcombe Kent. It was begun in the 12th century and is a Grade I listed building.
7,Oxford Village Historic District, Oxford Village Historic District is a national historic district located at Oxford in Chenango County New York. The district includes 201 contributing buildings and seven contributing structures. It encompasses the village's historic core and includes commercial residential civic and ecclesistical buildings.
7,Higgins Building, The Higgins Building is a proto-Modernist concrete framed building rendered in the Beaux-Arts style located in downtown Los Angeles California. Completed in 1910 by owner Thomas Higgins an Irish American the 10-story building was originally used for office space. The Engineers and Architects were Albert C. Martin Sr. and A.L. Haley.
7,Saint Gabriel's Roman Catholic Church, St. Gabriel's is a Roman Catholic parish church of the Roman Catholic Archdiocese of New York located in southern end of the city of New Rochelle in Westchester County New York. This parish was founded in 1893 by Mrs. Adrian Iselin and family longtime residents of New Rochelle. The church was a memorial given by Mrs. Adrian Iselin and endowed by her for the Catholics of New Rochelle. St.
7,Mus??e des Augustins, The Mus??e des Augustins de Toulouse is a fine arts museum in Toulouse France which conserves a collection of sculpture and paintings from the Middle Ages to the early 20th century. The paintings are from throughout France the sculptures representing Occitan culture of the region with a particularly rich assemblage of Romanesque sculpture.
7,Mundota Fort and Palace, Mundota Fort and Palace are approximately 450 year old heritage monuments and structures located in Mundota which is a small town nestled in hills of Aravali Range in the state of Rajasthan in Northwestern India. Mundota was a Double Tazmi Jagir of the Nathawat clan of the Kachawa dynasty the rulers of Jaipur. The proud Rajput clan traces its name to Nath ji É?? famous warrior grandson of Maharaja Prithviraj of Amer (Jaipur).
7,Seelbach Hotel, The Seelbach Hilton is a historic hotel in Louisville Kentucky founded by Bavarian-born immigrant brothers Louis and Otto Seelbach. It opened in 1905 as the Seelbach Hotel envisioned by the Seelbach Brothers to embody the old-world grandeur of European hotels in cities such as Vienna and Paris. To do so in early 20th century Louisville they employed a French Renaissance design in constructing the hotel.
7,Tiruchirapalli Rock Fort, The Tiruchirapalli Rock Fort is a historic fort and temple complex built on an ancient rock. It is located in the city of Tiruchirapalli which is in the Indian state of Tamil Nadu. It is constructed on a 273-foot high rock. There are two Hindu temples inside the Rockfort the Uchchi Pillaiyar Koil and the Siva Temple. Geologically the 83 m high rock may date to over one billion years ago. Other local tourist attractions include the famous Pallava-era Ganesa temple and the Nayaka-era fort.
7,Mensa Christi Church, Mensa Christi is a Roman Catholic church located in Nazareth in northern Israel.
7,Century Mall, Century Mall was an indoor shopping mall located on the southeast corner of Broadway (Indiana 53) and US 30 in Merrillville Indiana. The mall opened in 1979 with anchor stores Goldblatt's and Montgomery Ward. Competitive and economic factors sent the mall into steady decline and national retail chains left throughout the 1990s until the mall was ultimately sold for redevelopment in 2001 then closed and largely demolished in 2002.
7,Mrs. Lydia McCaffery's Furnished Rooms, Mrs. Lydia McCaffery's Furnished Rooms also known as the McCauley Lodging House and now known as the St. Patrick's House is a former rooming house in Missoula Montana. It is included in the Missoula Downtown Historic District.
7,Narrows Covered Bridge, The Narrows Covered Bridge crosses Sugar Creek at the eastern edge of Turkey Run State Park and is a single span Burr Arch Truss covered bridge structure that was built by Joseph A. Britton in 1882. The bridge is 141 feet (43 m) long 16.5 feet (5.0 m) wide and 12.5 feet (3.8 m) high.
7,Marriott Wardman Park, The Washington Marriott Wardman Park is a Marriott International property in Washington D.C.. The hotel is located in the Woodley Park neighborhood at 2600 Woodley Road NW and Connecticut Avenue NW adjacent the Woodley Park station of the Washington Metro system.The Wardman Park is the largest hotel in the capital with 1316 guest rooms and 195000 square feet (18100 m2) of total event space and 95000 square feet (8800 m2) of exhibit space.
7,Flakstad Church, Flakstad Church (Norwegian: Flakstad kirke) is a parish church in the municipality of Flakstad in Nordland county Norway. It is located in the village of Flakstad. The church is part of the Flakstad parish in the Lofoten deanery in the Diocese of S??r-H?ùlogaland. The red wooden church was built in 1780.The long low church building is a cog-jointed construction using timbers clad externally with red-painted wooden paneling as was usual at the end of the eighteenth century.
7,City Center Sofia, City Center Sofia is a shopping mall located in Sofia Bulgaria opened in the spring of 2006. It is situated to the south of the National Palace of Culture in the municipality of Triaditsa at the intersection of the Boulevards Cherni vrah and Arsenalski next to European Union Metro Station and diagonally opposed to the Hemus Hotel. The mall has six stories (including 2 underground) and a total built-up area of 44000 m?˝.
7,Bangalore Town Hall, Bangalore Town Hall is a neoclassical municipal building in Bangalore India. The town hall is named after the philanthropist and former president of Bangalore city municipality Sir K.P Puttanna Chetty.The foundation stone for the building was laid by the then Maharaja of Mysore Krishna Rajendra Wodeyar on March 6 1933. The building was completed on September 11 1935. It was inaugurated by crown prince Kanteerava Narasimharaja Wadiyar.
7,Building at 1715-1717 Cambridge Street, The Building at 1715-1717 Cambridge Street is an historic multifamily house at 1715-1717 Cambridge Street in Cambridge Massachusetts. The 2.5 story wood frame Greek Revival building was built in 1845 as a speculative rental property for Royal Richardson. It is one of four such buildings (of which this and the next door property survive) ordered by Richardson.
7,Benedict Fenwick School, Benedict Fenwick School (or Sister Clara Muhammad School) is an historic school at 150 Magnolia Street in Boston Massachusetts.The school was built in 1912 by James E. McLaughlin and added to the National Register of Historic Places in 2004.
7,S??rfjorden Chapel, S??rfjorden Chapel (Norwegian: S??rfjorden kapell) is a chapel in the municipality of Gildesk?ùl in Nordland county Norway. It is located in the village of S??rfinnset. The church is part of the Gildesk?ùl parish in the Bod?? deanery in the Diocese of S??r-H?ùlogaland although the chapel building is not owned by the parish it is privately owned by the local residents of the S??rfjorden farms.
7,Santa Maria della Luce Rome, The church of Santa Maria della Luce is an ancient church in the Rione of Trastevere in Rome Italy. The church was originally known as San Salvatore in Corte. That church was founded by Santa Bonosa in the 4th century at the site of the excubitorium or barracks of the cohort VII Brigade. The church was rebuilt in the 12th century together with bell-tower which is still preserved. In 1595 the church was placed under the jurisdiction of the nearby Basilica of San Crisogono.
7,EverBank Center, EverBank Center is a skyscraper in Jacksonville Florida USA. Standing 447 feet (136 m) tall it is the city's third-tallest building as well as the largest in terms of class A rentable area with 956201 sq ft (88834.0 m2). Formerly known as the BellSouth Tower and the AT&T Tower it took its current name in 2012 when EverBank moved employees into the building and acquired signage rights.
7,One Snow Hill Plaza, One Snow Hill Plaza (also known as Kennedy Tower) is a highrise hotel in Birmingham England. It is 72 metres (236 ft) tall and was completed in 1973. In 2013 the building was renovated and became a 224 room hotel under the brand Holiday Inn Express.It receives the name Kennedy Tower from the mural dedicated to John F.
7,HM Prison Usk, HM Prison Usk is a Category C men's prison located at 47 Maryport Street in Usk Monmouthshire Wales. The prison is operated by Her Majesty's Prison Service and jointly managed with the nearby HMP Prescoed.
7,Llano County Courthouse and Jail, The Llano County Courthouse and Jail were erected separately but added to the National Register of Historic Places in Texas on December 2 1977 as one entry. The courthouse located in the middle of Llano's historic square was built in 1893. The exterior is made of sandstone marble and granite. The interior of the courthouse was damaged by fire in 1932 and again in 1951. It is still in use today by local government.
7,Alvin Miller House, The Alvin Miller House also known as Dietrich House is a Frank Lloyd Wright designed Usonian home that was constructed in Charles City Iowa in 1946. Located on the bank of the Cedar River this single-story home features a two-level flat roof that allows for clerestory windows.
7,District School No. 3 (Chaumont New York), District School No. 3 also known as Putnam Schoolhouse is a historic one-room school building located at Chaumont in Jefferson County New York. The schoolhouse consists of a 1 1ÉÅ?2-story two-by-three-bay wood-frame main block constructed about 1875 and a 1-story two-by-one-bay rear addition constructed about 1900. Also on the property is a double privy dating to about 1900.It was listed on the National Register of Historic Places in 1990.
7,Oakley Hall Hampshire, Oakley Hall is a Georgian manor in Oakley Hampshire located 10 km (6.2 mi) to the west of Basingstoke. Completed in 1795 by Wither Bramston the building is now a hotel and conference centre . It is located in a wooded park intersected by the former South Western railway.
7,Townhouse Designhotel Maastricht, Townhouse Designhotel Maastricht is a four-star design hotel located in the Wyck district in Maastricht Netherlands. The hotel opened in late 2009. Townhouse is part of the La Berg??re Group.
7,Walworth Castle, Walworth Castle is a 16th-century mansion house built in the style of a medieval castle and situated at Walworth near Darlington County Durham England. It is a Grade 1 listed building. It was completed around 1600 probably by Thomas Holt for Thomas Jenison. It stands on the site of a former manor house or castle built in the 12th century by the Hansard family.
7,City Sentral, City Sentral is a planned major new retail and leisure development in the heart of the Staffordshire city of Stoke-on-Trent. Being developed by Realis Estates the 650000 sq ft regional shopping centre is due to open in 2016.
7,Washington Boulevard Building, The Washington Boulevard Building is a high-rise apartment building located at 234 State Street at the corner of State Street and Washington Boulevard in downtown Detroit Michigan. The building designed by Louis Kamper was constructed from 1922 to 1923. It stands at 23 stories and features a neoclassical limestone base.Across the streets lie the Book Tower and the Book-Cadillac Hotel.
7,Stuart Addition Historic District, Stuart Addition Historic District is a national historic district located at Staunton Virginia. The district encompasses 93 contributing buildings in a primarily residential section of Staunton. The district includes some early 19th-century structures but most of the homes were built after 1870. The medium-density residential area includes notable examples of the Colonial Revival Italianate and Gothic Revival styles. Notable buildings include the Blakely or Templeton House (c.
7,Charles A. Lindbergh State Park, Charles A. Lindbergh State Park is a 569 acre (2.3 km?˝) Minnesota state park on the outskirts of Little Falls. The park was once the farm of Congressman Charles August Lindbergh and his son Charles Lindbergh the famous aviator. Their restored 1906 house and two other farm buildings are within the park boundaries. The house a National Historic Landmark and an adjacent museum are operated by the Minnesota Historical Society.
7,Kyova Mall, Kyova Mall is an enclosed shopping mall located outside the city of Ashland Kentucky USA in Cannonsburg. Opened in 1988 as Cedar Knoll Galleria the mall struggled to keep tenants for several years eventually becoming a dead mall. Starting in 2005 however redevelopment began on the property and customer traffic has increased. Anchor stores include Elder-Beerman Sears and a ten-screen movie theater.
7,Holy Trinity Church Dalston, Holy Trinity Church Dalston also known as the ClownsÉ?? Church is a Church of England parish church in Beechwood Road in the borough of Hackney north London.
7,Belgravia Hotel, The Belgravia Hotel also known as Peale House is a historic building in Philadelphia Pennsylvania.It was added to the National Register of Historic Places in 1982. It was listed on the Philadelphia Register of Historic Places on June 3 1982.The building was formerly the site of a hotel but has been developed into condominiums.Famous former residents include violist William Primrose and violinist Efrem Zimbalist.
7,Gr??tav??r Church, Gr??tav??r Church (Norwegian: Gr??tav??r kirke) is a parish church in the municipality of Harstad in Troms county Norway. It is located in the village of Gr??tav??r on the island of Gryt??ya. The church is part of the Gryt??y parish in the Trondenes deanery in the Diocese of Nord-H?ùlogaland. The white wooden church was built in 1915 and it seats about 200 people.
7,Congregational Church (Southbridge Massachusetts), The Congregational Church building in Southbridge Massachusetts is a high Victorian Gothic Revival brick structure at 61 Elm Street. It is the only such church in Southbridge. It was built in 1885 to replace an earlier (1822) wood frame structure on the same site whose steeple was felled by a storm.
7,Perry County Courthouse (Pennsylvania), Perry County Courthouse is a historic courthouse building located at Bloomfield in Perry County Pennsylvania. It was built in 1826 and completed the next year. It was extensively altered in 1868 and is in the Greek Revival style. It is a two story white brick structure three bays wide and six bays long. The low hipped roof is crowned by a cupola dated to 1826. An annex was completed about 1892.It was listed on the National Register of Historic Places in 1975.
7,Pascoag Grammar School, Pascoag Grammar School is an historic school building in Burrillville Rhode Island on 265 Sayles Avenue in the village of Pascoag Rhode Island.The Colonial Revival school was built in 1917 by Thomas McLaughlin and Mahoney & Coffey to replace a previous school that had burned. There had been a school on the site since at least the mid-19th century.
7,Florida Museum of Photographic Arts, The Florida Museum of Photographic Arts (FMoPA) occupies the 2nd and 3rd floors of the Cube adjacent to Rivergate Tower in downtown Tampa Florida. FMoPA is part of the Waterfront Arts District along with the Tampa Museum of Art and Glazer Children's Museum all located alongside the Tampa Riverwalk.
7,St. John's Church (Bronx), The Church of St. John is a Roman Catholic parish church under the authority of the Roman Catholic Archdiocese of New York located at 3021 Kingsbridge Avenue Bronx New York City. The parish was established in 1877 and has had long ties with the Religious of Jesus and Mary as their main base in New York.
7,Marine Gate, Marine Gate is a large block of luxury flats built in 1939 to the design of architects Wimperis Simpson and Guthrie. It stands at the eastern end of the English seaside resort of Brighton overlooking Brighton Marina and Black Rock. Originally built with 105 flats a restaurant and offices internal reconfiguration has increased the number of flats to 132. The International/Modern-style building is situated in a prominent clifftop position at the eastern entrance to Brighton.
7,St. Mary The Church of Our Lady Merevale, St. Mary The Church of Our Lady Merevale is an historic parish church in Merevale Warwickshire it is known for its Jesse window it was originally part of Merevale Abbey but is now a Church of England parish church.
7,Heyward-Washington House, Heyward-Washington House is a historic house museum in Charleston South Carolina that is owned and operated by the Charleston Museum. Furnished for the late 18th century the house includes a collection of Charleston-made furniture. Other structures include the carriage shed and 1740s kitchen building. The house was declared a National Historic Landmark in 1970.The South Carolina Department of Archives and History summary is here.
7,Gonakudzingwa Restriction Camp, Gonakudzingwa (where the banished ones sleep) Restriction Camp in Southern Rhodesia near the Mozambique border was set up by Ian Smith's government.
7,Cathedral of the Blessed Sacrament (Greensburg Pennsylvania), The Cathedral of the Blessed Sacrament is the mother church of the Roman Catholic Diocese of Greensburg in Pennsylvania.The church originally a parish church under the supervision of the Benedictine order was constructed in the English Gothic style by the architectural firm of Comes Perry and McMullen in Pittsburgh. It was dedicated in May 1928 and is constructed of sandstone and Indiana limestone.
7,Dalton Park, Dalton Park is a shopping centre in Murton County Durham. It is built on the site of the former colliery's slag heaps. It is the largest factory outlet style shopping centre in the North East where branded goods are sold at discounted prices usually discontinued lines of stock previous seasons ranges or items specifically made for the outlet market place. The prices are typically up to 50% off high street prices or RRP.
7,Little Jennie (bugeye), The Little Jennie is a Chesapeake Bay bugeye built in 1884 and designed by J.T. Marsh of Solomons Maryland. She is homeported at Centerport Suffolk County New York. Her hull is 54 feet in length at the waterline her beam is 15.6 feet and her draft is 3.5 feet. She was restored between 1976 and 1985.She was listed on the National Register of Historic Places in 1986.
7,BM Habitat Mall, BM Habitat Mall is one of the popular shopping mall in the Indian city of Mysore Karnataka. This is located behind the BM hospital in Jayalakshmipuram Mysore.
7,Federal Correctional Complex Butner, The Federal Correctional Complex Butner (FCC Butner) is a United States federal prison complex for male inmates in Butner North Carolina. It is operated by the Federal Bureau of Prisons a division of the United States Department of Justice. FCC Butner is about 25 miles (40 km) northwest of Raleigh the state capital.
8,Duruitoarea River, The Duruitoarea River is a tributary of the Camenca River in Romania.
8,Mount Jackson (New Hampshire), Mount Jackson is a mountain located in Coos County New Hampshire. The mountain is named after Charles Thomas Jackson New Hampshire's state geologist in the 19th century and is part of the Presidential Range of the White Mountains. Mount.
8,Anaweka River, The Anaweka River is small river in a remote area of the Tasman District of New Zealand. Its source is on the slopes of Mount White in the Wakamarama Range. The river flows to the Tasman Sea the mouth being about 3km south of the southern end of the road from Farewell Spit and Collingwood.
8,Oseosan, Oseosan is a mountain of Chungcheongnam-do western South Korea. It has an elevation of 791 metres.
8,Lago Nero (Bergamo), Lago Nero is a lake in the Province of Bergamo Lombardy Italy. At an elevation of 2014 m its surface area is 0.16 km?˝.
8,River Hull, The River Hull is a navigable river in the East Riding of Yorkshire in the north of England. It rises from a series of springs to the west of Driffield and enters the Humber estuary at Kingston upon Hull. Following a period when the Archbishops of York charged tolls for its use it became a free navigation.
8,Céülmu?? River, The Céülmu?? River is a tributary of the Tazléüul Séürat River in Romania.
8,Gazivoda Lake, Gazivoda Lake or Ujman Lake (Albanian: Liqeni i Ujmanit Serbian: ???¯?˙???˝?????¯) is an artificial lake in Kosovo and Serbia. It is the largest lake in Kosovo. Gazivoda Lake has an area of 11.9 km2 (4.6 sq mi) of which 9.2 km2 (3.6 sq mi) belong to Kosovo and 2.7 km2 (1.0 sq mi) belong to Central Serbia. The lake is formed by the damming of the Ibar River which flows into the lake.
8,Raduha (mountain), Raduha is a mountain in the eastern part of KamnikÉ??Savinja Alps in northern Slovenia. It is separated from its main group by the gorge of the Savinja. It has relatively flat top in the northeastÉ??southwest direction with the lower peaks Jelovec (1845 metres or 6053 feet) Laneè? (1925 m or 6316 ft) Mala Raduha (2029 m or 6657 ft) and the highest peak Velika Raduha (2062 m or 6765 ft).There is a hut named Loka Below Raduha Hut (Slovene: Koéça na Loki pod Raduho; 1534 m or 5033 ft).
8,Tomnatecu River (B?õrnaru), The Tomnatecu River is a tributary of the B?õrnaru River in Romania.
8,??stensj??vannet, ??stensj??vannet is a lake in Oslo capital of Norway. It is well known for the wide variety of birds and other wildlife that can be found there. It is surrounded by the ??stensj?? borough. It is currently a wildlife preserve though urban development posed a serious threat to the lake and its environs during the 1980s and early 1990s.
8,Kaibuskong River, The Kaibuskong River is a small river in Nipissing District in northeastern Ontario Canada that runs south through the Township of Bonfield from its source at Lake Nosbonsing. The river flows over a small dam just north of its source then through two small lakes La Chappelle Lake and Sheedy Lake before emptying into Kaibuskong Bay on Lake Talon from which it flows as part of the Mattawa River system to the Ottawa River.
8,Paria River, The Paria River /pê???ri?êê?/ is a tributary of the Colorado River approximately 95 miles (153 km) long in southern Utah and northern Arizona in the United States. It drains a rugged and arid region northwest of the Colorado flowing through roadless slot canyons along part of its course.
8,River Greet, The River Greet is a small river in Nottinghamshire England. Rising close to the village of Kirklington the Greet flows in a southeasterly direction past Southwell and Rolleston to meet the River Trent at Fiskerton.
8,Tall Asur, Tall Asur (in Arabic Hebrew: ???? ???õ?? ????????É?? Baal-Hazor) is a hill and one of the highest points of the Judaean Mountains in the West Bank with an altitude of 1016 metres (3333 ft). It is thought to be the site where Abraham was shown the land and Lot chose to go to Sodom. It has two peaks one of them is an Israeli military base.
8,The Sawtooth, The Sawtooth is a jagged ar?¶te joining Mount Bierstadt to (eventually) Mount Evans in the Front Range of central Colorado. The three points along this ar?¶te resemble the teeth of a saw leading to its name. The southeast wall of the ar?¶te is the head of the cirque above Abyss Lake while its northwest wall is the cirque at the head of a valley above Guanella Pass.
8,Angove River, Angove River or Angove Creek is a river located in the Great Southern region of Western Australia most of the river is found within Two Peoples Bay Nature Reserve. The stream was discovered in 1898 by surveyor William Angove and was named in 1913 after its discoverer by another surveyor BW Ridley.The water is of excellent quality and is considered as fresh potable water. Only 5% of the catchment area has been cleared mostly in the very upper reaches and around the lake.
8,Cerna River (Crasna), The Cerna River is a tributary of the Crasna River in Romania.
8,Mont Yamaska, Mont Yamaska is part of the Monteregian Hills in southern Quebec. Its summit stands 411 m (1348 ft) above sea level. This mountain is largely covered with deciduous forest dominated by sugar maple. Some apple orchards are raised on lower slopes.
8,Sierra de Alcaraz, The Sierra de Alcaraz is a mountain range of the Cordillera Preb??tica located in Albacete Province southeast Spain. Its highest peak is the Pico Almenara with an altitude of 1796 m.
8,Iso Lohij??rvi, Iso Lohij??rvi is a medium-sized lake in the Tornionjoki main catchment area. It is located in Ylitornio municipality in the Lapland region in Finland.
8,Southwest Branch Indian River, The Southwest Branch Indian River is a short stream in Addison Maine. From its source (44?¯37É?˝23É??N 67?¯41É?˝29É??W) the river runs about 3 miles (5 km) east to its confluence with the Indian River.
8,River Garavogue, The Garavogue (Irish: An Gharbh??g) is a river located in County Sligo Ireland. From Lough Gill it winds its way through Sligo town and into Sligo Bay. The river has a large estuary with a shipping channel capable of taking ships up to 10000 tons but now fallen into disuse and used mainly by smaller pleasure craft.
8,B?õzgele River, The B?õzgele River is a tributary of the R?õul Galben in Romania.
8,Kolubara, The Kolubara (Serbian Cyrillic: ?????Ø•ü?Ò?¯•??¯ pronounced [kê?lÄ?bara]) is the 123 km-long river in western Serbia; it is the eastern tributary to the Sava river.
8,Valukkai Aru, Valukkai Aru is a seasonal river in Northern Province Sri Lanka. It is the only river on the Jaffna Peninsula. The river rises near Tellippalai before flowing south-west through Kandarodai Sandilipay and Vaddukoddai. The river empties into Jaffna Lagoon near Araly.
8,Wudusan, Wudusan is a mountain of Gyeongsangnam-do southeastern South Korea. It has an elevation of 1046 metres.
8,French Prealps, The French Prealps (Pr??alpes) are a group of subalpine mountain ranges of medium elevation located immediately west of the French Alps.
8,Jumpingpound Mountain, Jumpingpound Mountain (elevation 2225 m (7300 ft)) is a mountain located 24 km (15 mi) west of Bragg Creek Alberta in Kananaskis Country. It was named after Jumpingpound Creek in 1949 because a steep bank near the mouth was used as a buffalo jump by the Blackfoot First Nations.
8,F??nyi (crater), F??nyi is a small lunar crater on the far side of the Moon. It lies near the southern edge of the huge braided skirt of ejecta that surrounds the Mare Imbrium impact basin to the north. Less than two crater diameters to the southwest is the much larger crater Mendel.Much of the rim and nearly all of this crater have been buried under material from the Mare Imbrium impact. The surrounding terrain shows a radial pattern of grooves and braids running from north to south.
8,Beltic River, The Beltic River is a tributary of the Asod River in Romania.
8,Lake Albacutya, Lake Albacutya is in Victoria Australia. The postcode there is 3424. It has been designated a wetland of international importance under the Ramsar Convention.When full Lake Albacutya covers 5500 ha (14000 acres) is 8 m (26 ft) deep and holds around 230 GL. Water enters the lake from Outlet Creek which is connected to Lake Hindmarsh to the south. When full the lake is controlled by the sill level of Outlet Creek which once breached drains the lake to the north.
8,Dragomanu River, The Dragomanu River is a tributary of the Jaleè? River in Romania.
8,Carrigvore, Carrigvore (Irish: Carraig Mh??r meaning Big Rock) is a mountain in County Wicklow Ireland. At 682 metres (2238 ft) it is the 21st highest mountain in the Wicklow Mountains and the 133rd highest summit in Ireland.
8,P?õr?õul Cerbului (Coble??), The P?õr?õul Cerbului is a tributary of the Coble?? River in Romania.
8,Mount Chienbetsu, Mount Chienbetsu (á?ùÜ??Ü?ùÜ˝? Chienbetsu-dake) is a volcano located on the Shiretoko Peninsula in Hokkaido Japan.
8,Jerma, The Jerma (Serbian Cyrillic: ???Ê•??¨?¯) or Erma (Bulgarian: ??•??¨?¯) is a river in southeastern Serbia and western Bulgaria. Even though not very long (74 km) it is notable for passing the Serbian-Bulgarian border twice.
8,Blateshtichka Lake, Blateshtichka Lake (Albanian: Liqeni i Blateshti??k?Æs; Serbian: ???Ø?¯•??Ê•??ß?? •??Ê?˙?Ê•??? Blateè≠ko jezero) is a small lake in the south of Kosovo. The lake is found on an altitude of 2220 m (7283 ft) above sea level in the high èˇar Mountains. The lake is found near the peak of Crni Kamen rising up to 2536 m (8320 ft).
8,Piz Quattervals, Piz Quattervals (Romansh lit.: peak of the four valleys) is a mountain of the Livigno Alps located in Graub?¨nden Switzerland. With a height of 3165 metres above sea leavel Piz Quattervals is the highest mountain of the chain north of Pass Chaschauna. Its massif lies between four valleys: Val Tantermozza Valletta Val Sassa and Val M?¨schauns although its summit lies between the first three mentioned. Piz Quattervals is part of the Swiss National Park.
8,Sabalan, Savalan (Persian: ?????????? Azerbaijani: Savalan ??????????????) is an inactive stratovolcano in Ardabil province of northwestern Iran. It is the third highest mountain in Iran and has a permanent crater lake formed at its summit. Sabalan has a ski resort (Alvares) and different tourist areas such as the Sarein spa. The mountain is known for its beautiful vistas including the Shirvan gorge where few climbers ever venture.
8,Arnon (France), The Arnon is a river in central France left tributary of the river Cher. Its source is near the village Pr??veranges west of Montlu??on. The Arnon flows generally north through the following d??partements and towns: Allier Cher: Culan Ligni??res Ch?õrost Indre: ReuillyThe Arnon flows into the river Cher near Vierzon.
8,Riang Kotang, Riang Kotang fumarole field is located near the eastern tip of Flores island Indonesia. Two fumarole areas are found along the saddle foot of the volcano. Hot springs appear along the southwest side of the Oka Bay and Hadang Bay on the west coast.
8,Twin Lake (Alberta), Twin Lake is a lake in Alberta.
8,Ambang, Ambang is a complex of volcanoes at the western of the northern arm of Sulawesi island Indonesia. There are two lakes lake Mo'oat and lake Tondok (Danau Mo'oat and danau Tondok) at an elevation of 750 m. The larger of the two lakes is Mo'oat. Both of them are side by side. The volcano contains several craters up to 400 m in diameter and five solfatara fields. The only historical account of its eruption occurred somewhere in 1850s.
8,Macaulay River, The Macaulay River is a river of the Mackenzie Country of New Zealand's South Island. It flows south from the Two Thumbs Range part of the Southern Alps its valley merging with that of the Godley River shortly before it enters the northern end of Lake Tekapo.
8,Valea Drugului River, The Valea Drugului River is a tributary of the Jup?õneasa River in Romania.
8,Piz Terri, Piz Terri is a mountain in the Lepontine Alps located on the border between the cantons of Ticino and Graub?¨nden. At 3149 metres above sea level it is the highest summit lying on the chain between Greina and Soreda Pass. Piz Terri overlooks Lake Luzzone in Val Blenio on its west side Val Sumvitg on its north side and Val Lumnezia on its east side.
8,Gr?ùh??i i ??ystre Sildre, Gr?ùh??i i ??ystre Sildre is a mountain of Oppland in southern Norway.
8,Eselbach, Eselbach is a river of Baden-W?¨rttemberg Germany.
8,Radener See, Radener See is a lake in the Rostock district in Mecklenburg-Vorpommern Germany. At an elevation of 24.4 m its surface area is 1.2 km?˝.
8,Oberstj??germeisterbach, Oberstj??germeisterbach is a river of Bavaria Germany.
